cust_id,status_cust_id,class_atual,deals_group_on_wpp,link,tipo_link,status_proc,id_api
94733098,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/IR0gCURtqgZAJGne6meFbh,Grupo,processed,120363362432979590@g.us
224168003,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/JVIE5k7qfd3J3UDC0iotAD,Grupo,processed,120363386339295307@g.us
288063877,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/FYshNVla9hcBWbSoIwfGm3,Grupo,processed,120363257853840248@g.us
473343832,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/KvP3btvte3j6t7w7m9Q6h7,Grupo,processed,120363214895946203@g.us
1334764746,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/EuscaPvDB4t2rTAC1gSG05,Grupo,processed,120363029872619497@g.us
1438016577,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/ELd5ipGU0HnGR2nsuZzCOw,Grupo,processed,5524981153741-1633047154@g.us
2418855877,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/LCUCTJLImyO3KzBKfRVZoc,Grupo,processed,558198148856-1625705090@g.us
1377978276,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/Ks3048s1gRjGzqfnbOmRKs,Grupo,processed,5511932062847-1609764830@g.us
512970471,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/D6vTMhtpTji4R4oJ1oBcB2,Grupo,processed,120363264369239306@g.us
150242200,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/DFpRm2RkKfFGpYfqLxWcAo,Grupo,processed,120363400195934769@g.us
521028663,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/JHaBQhjiioN4q54FVbHTv0,Grupo,processed,120363402834675374@g.us
1550052320,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/K41Nfk48Mid9cAN7OA1V3K,Grupo,processed,120363411470567477@g.us
1947955373,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/FWwlSLSUrFDBeoHSiEHFKs,Grupo,processed,120363423504328011@g.us
30107921,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/CFPqGJMJy8J7Zrt1GCkhCF,Grupo,processed,120363417352116923@g.us
2018031282,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/Ia4ivP80m2KE4cfu9BiMGy,Grupo,processed,120363399027165397@g.us
1453179131,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/EAhvy9yo6On2GYZIeZMJdP,Grupo,processed,553197261133-1541127202@g.us
1444457359,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/FbKBDOYaZIWKupUmuw0nsQ,Grupo,processed,5521976234600-1593517593@g.us
202884905,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/GcedDTYaqmWDRC2xsHRuS8,Grupo,processed,120363404407621942@g.us
238471146,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/KNKw7EZNadrK0rFxvYnO0u,Grupo,processed,120363205270613720@g.us
1485217446,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/8cao38VPYLDBKLMqOPjoA0,Grupo,processed,5521972675859-1533073494@g.us
169808445,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/KLZdjjmDJarKOMcowCcajh,Grupo,processed,120363029188354139@g.us
181507452,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/K4c5fmtzSXG1qKxnBs3fs2,Grupo,processed,120363405956371502@g.us
337920322,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/BSrW73sUxmf7P0k94JjGJR,Grupo,processed,120363419687210237@g.us
165088662,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/KsFIKs4bknu8bVy0xEQQq0,Grupo,processed,120363402621743664@g.us
280333191,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/EUasLaQCNghLLTZeVohIb2,Grupo,processed,120363284097344284@g.us
491946853,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/IEX4hvJtnfX3YLHRy8gpbO,Grupo,processed,120363419634026933@g.us
173167047,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/HZyuiMiv4uQ2FO3LsGhUGJ,Grupo,processed,120363211822083052@g.us
