ID,Affiliate_segment,Afiiliate_Username,Tier,KAM Lead,KAM
1542380813,Content | Cross,promosnahora_,Bronze,Thales Rimoli,Nina Adler
1462250546,Content | Cross,topofertasbabykids,Bronze,Thales Rimoli,Nina Adler
337625387,Content | Cross,achadinhos4,Bronze,Thales Rimoli,Nina Adler
651524151,Content | Cross,naathmi2019,Bronze,Thales Rimoli,Nina Adler
1954038151,Content | Cross,srpromos,Bronze,Thales Rimoli,Nina Adler
183117136,Content | Cross,luanadeodatolima,Bronze,Thales Rimoli,Nina Adler
238471146,Content | Cross,akipromocoes,Bronze,Thales Rimoli,Nina Adler
1531225553,Content | Cross,monsterofertas,Bronze,Thales Rimoli,Nina Adler
485945401,Content | Cross,livrosblackfriday,Bronze,Thales Rimoli,Nina Adler
257207451,Content | Cross,seuachadosonline,Bronze,Thales Rimoli,Nina Adler
62758088,Content | Cross,gatagarotafinds,Bronze,Thales Rimoli,Nina Adler
1430584463,Content | Cross,achadonapromo,Bronze,Thales Rimoli,Nina Adler
494870480,Content | Cross,nejo2010997,Bronze,Thales Rimoli,Nina Adler
129633865,Content | Cross,adriellymonick,Bronze,Thales Rimoli,Nina Adler
126659569,Content | Cross,larimarcioliver,Bronze,Thales Rimoli,Nina Adler
297819181,Content | Cross,promocoes_da_juh_,Bronze,Thales Rimoli,Nina Adler
1447302999,Content | Cross,promodocasal,Bronze,Thales Rimoli,Nina Adler
1816546951,Content | Cross,affilion,Bronze,Thales Rimoli,Nina Adler
1639660026,Content | Cross,ofertasplus,Bronze,Thales Rimoli,Nina Adler
1701871528,Content | Cross,espiadeofertas,Bronze,Thales Rimoli,Nina Adler
1890922253,Content | Cross,promohype,Bronze,Thales Rimoli,Nina Adler
174564919,Content | Cross,rebecadionizio,Bronze,Thales Rimoli,Nina Adler
1927535724,Content | Cross,promogeekofertas,Bronze,Thales Rimoli,Nina Adler
1433012143,Content | Cross,quecriativo,Bronze,Thales Rimoli,Nina Adler
110018205,Content | Cross,ofertinha,Bronze,Thales Rimoli,Nina Adler
227092445,Content | Cross,familiavale,Bronze,Thales Rimoli,Nina Adler
2128288086,Content | Cross,luthierdouglasp,Bronze,Thales Rimoli,Nina Adler
1862563279,Content | Cross,tanodescontinho,Bronze,Thales Rimoli,Nina Adler
213618896,Content | Cross,aqle6195875,Bronze,Thales Rimoli,Nina Adler
79700914,Content | Cross,lucapuccileite,Bronze,Thales Rimoli,Nina Adler
190826551,Content | Cross,jauansantana,Bronze,Thales Rimoli,Nina Adler
92297909,Content | Cross,razer12,Bronze,Thales Rimoli,Nina Adler
76774494,Content | Cross,euadorocupom,Bronze,Thales Rimoli,Nina Adler
83636235,Content | Cross,promospravc,Bronze,Thales Rimoli,Nina Adler
1044623240,Content | Cross,cadi3168098,Bronze,Thales Rimoli,Nina Adler
1998255005,Content | Cross,achadasso,Bronze,Thales Rimoli,Nina Adler
1455200615,Content | Cross,garimpar,Bronze,Thales Rimoli,Nina Adler
4920261,Content | Cross,pjinsta,Bronze,Thales Rimoli,Nina Adler
292847384,Content | Cross,fillrocha,Bronze,Thales Rimoli,Nina Adler
52547326,Content | Cross,augustomestieri,Bronze,Thales Rimoli,Nina Adler
85514656,Content | Cross,fernandoricci,Bronze,Thales Rimoli,Nina Adler
287197163,Content | Cross,achamosparavc,Bronze,Thales Rimoli,Nina Adler
2582600349,Content | Cross,c20250727155157,Bronze,Thales Rimoli,Nina Adler
2569721588,Content | Cross,deborahcarvalho,Bronze,Thales Rimoli,Nina Adler
234320014,Content | Cross,larissasntana,Bronze,Thales Rimoli,Nina Adler
228650132,Content | Cross,dayanneeferreira28,Bronze,Thales Rimoli,Nina Adler
349396208,Content | Cross,grunobabriel,Bronze,Thales Rimoli,Nina Adler
1548184216,Content | Cross,promospot,Bronze,Thales Rimoli,Nina Adler
237569801,Content | Cross,wendelldelgado,Bronze,Thales Rimoli,Nina Adler
214037742,Content | Cross,casadolink,Bronze,Thales Rimoli,Nina Adler
798952817,Content | Cross,livrariaemcasa,Bronze,Thales Rimoli,Nina Adler
134814361,Content | Cross,melhorespromocoesdelivros,Bronze,Thales Rimoli,Nina Adler
19026603,Content | Cross,lupuszin,Bronze,Thales Rimoli,Nina Adler
86530568,Content | Cross,contando.historinhas,Bronze,Thales Rimoli,Nina Adler
193433190,Content | Cross,achadinhosdomiguel2,Bronze,Thales Rimoli,Nina Adler
231593167,Content | Cross,topoferta,Bronze,Thales Rimoli,Nina Adler
1476281956,Content | Cross,juliananunes001,Bronze,Thales Rimoli,Nina Adler
1690953238,Content | Cross,elisalangsch,Bronze,Thales Rimoli,Nina Adler
49674458,Content | Cross,danielsonnora,Bronze,Thales Rimoli,Nina Adler
1556490119,Content | Cross,lenosanches,Bronze,Thales Rimoli,Nina Adler
1905048784,Content | Cross,promoturl,Bronze,Thales Rimoli,Nina Adler
1393423684,Content | Cross,1001,Bronze,Thales Rimoli,Nina Adler
1481531398,Content | Cross,pxpromo,Bronze,Thales Rimoli,Nina Adler
230037521,Content | Cross,rafazagarelli,Bronze,Thales Rimoli,Nina Adler
421988581,Content | Cross,suzannemiranda,Bronze,Thales Rimoli,Nina Adler
288063877,Content | Cross,rogetognon,Bronze,Thales Rimoli,Nina Adler
175516255,Content | Cross,angela6bernardes,Bronze,Thales Rimoli,Nina Adler
1707015680,Content | Cross,outlanderFishingequip,Bronze,Thales Rimoli,Nina Adler
13770991,Content | Cross,promobuzy,Bronze,Thales Rimoli,Nina Adler
2016904512,Content | Cross,gt20241001193656,Bronze,Thales Rimoli,Nina Adler
86281592,Content | Cross,azezshop,Bronze,Thales Rimoli,Nina Adler
2296180240,Content | Cross,maiskibaratoo,Bronze,Thales Rimoli,Nina Adler
1457499617,Content | Cross,marcosoliveira,Bronze,Thales Rimoli,Nina Adler
324150232,Content | Cross,matheuszanettibarbosa,Bronze,Thales Rimoli,Nina Adler
156663872,Content | Cross,kelly.665,Bronze,Thales Rimoli,Nina Adler
1936498525,Content | Cross,gabindica,Bronze,Thales Rimoli,Nina Adler
48673895,Content | C&I + F&H,tabaratotalita,Bronze,Lucas Vesterman,Pedro Herrera
467431559,Content | C&I + F&H,mf20250224065915,Bronze,Lucas Vesterman,Pedro Herrera
280333191,Content | C&I + F&H,milenasacramento35,Bronze,Lucas Vesterman,Pedro Herrera
217901401,Content | C&I + F&H,mariliaalvesdasilva,Bronze,Lucas Vesterman,Pedro Herrera
477371754,Content | C&I + F&H,portal_refrigeracao,Bronze,Lucas Vesterman,Pedro Herrera
627245178,Content | C&I + F&H,brcdigital,Bronze,Lucas Vesterman,Pedro Herrera
768924215,Content | C&I + F&H,_achadosdatami,Bronze,Lucas Vesterman,Pedro Herrera
414361911,Content | C&I + F&H,baarbiemx,Bronze,Lucas Vesterman,Pedro Herrera
296354169,Content | C&I + F&H,leticiaexel9,Bronze,Lucas Vesterman,Pedro Herrera
600049604,Content | C&I + F&H,homejessicalima,Bronze,Lucas Vesterman,Pedro Herrera
2553619058,Content | C&I + F&H,grupowhats,Bronze,Lucas Vesterman,Pedro Herrera
1461645780,Content | C&I + F&H,larfelizoficial,Bronze,Lucas Vesterman,Pedro Herrera
420277922,Content | C&I + F&H,ana.paulabarbosasc,Bronze,Lucas Vesterman,Pedro Herrera
2560834610,Content | C&I + F&H,leticiadescontos,Bronze,Lucas Vesterman,Pedro Herrera
1665449142,Content | C&I + F&H,raquelcicero,Bronze,Lucas Vesterman,Pedro Herrera
108321405,Content | C&I + F&H,tamarudanilo,Bronze,Lucas Vesterman,Pedro Herrera
676651691,Content | C&I + F&H,tatianeparisoto,Bronze,Lucas Vesterman,Pedro Herrera
490524922,Content | C&I + F&H,camilaemendes,Bronze,Lucas Vesterman,Pedro Herrera
214872957,Content | C&I + F&H,heca195607,Bronze,Lucas Vesterman,Pedro Herrera
284855023,Content | C&I + F&H,thuannysmello,Bronze,Lucas Vesterman,Pedro Herrera
179805980,Content | C&I + F&H,achadosdoguru,Bronze,Lucas Vesterman,Pedro Herrera
314582462,Content | C&I + F&H,renatattorrentes,Bronze,Lucas Vesterman,Pedro Herrera
511670989,Content | C&I + F&H,macedoalexiaoliveira,Bronze,Lucas Vesterman,Pedro Herrera
742328965,Content | C&I + F&H,lele-gomesleandro,Bronze,Lucas Vesterman,Pedro Herrera
271356022,Content | C&I + F&H,monetizacaodevideos,Bronze,Lucas Vesterman,Pedro Herrera
66404218,Content | C&I + F&H,guinaajp,Bronze,Lucas Vesterman,Pedro Herrera
286551778,Content | C&I + F&H,wellitonbraun,Bronze,Lucas Vesterman,Pedro Herrera
172678449,Content | C&I + F&H,thaisarraisdemattos,Bronze,Lucas Vesterman,Pedro Herrera
323419246,Content | C&I + F&H,ofertometro,Bronze,Lucas Vesterman,Pedro Herrera
47897711,Content | C&I + F&H,promosuteis,Bronze,Lucas Vesterman,Pedro Herrera
30107921,Content | C&I + F&H,ramosk8677,Bronze,Lucas Vesterman,Pedro Herrera
401336483,Content | C&I + F&H,ACHADINHOS DA DANI LTDA,Bronze,Lucas Vesterman,Pedro Herrera
163733884,Content | C&I + F&H,achadikas,Bronze,Lucas Vesterman,Pedro Herrera
1488032118,Content | C&I + F&H,promocoesaleatorias,Bronze,Lucas Vesterman,Pedro Herrera
1085104628,Content | C&I + F&H,socialmedcomunicacao,Bronze,Lucas Vesterman,Pedro Herrera
1875530332,Content | C&I + F&H,do20240626105222,Bronze,Lucas Vesterman,Pedro Herrera
129459602,Content | C&I + F&H,isadorafilipiack,Bronze,Lucas Vesterman,Pedro Herrera
228129723,Content | C&I + F&H,havilalevindo16,Bronze,Lucas Vesterman,Pedro Herrera
366925359,Content | C&I + F&H,Grace,Bronze,Lucas Vesterman,Pedro Herrera
241190871,Content | C&I + F&H,sida6935296,Bronze,Lucas Vesterman,Pedro Herrera
200779497,Content | C&I + F&H,rial9363204,Bronze,Lucas Vesterman,Pedro Herrera
199372032,Content | C&I + F&H,maraamorim166,Bronze,Lucas Vesterman,Pedro Herrera
380017209,Content | C&I + F&H,lucysousa,Bronze,Lucas Vesterman,Pedro Herrera
1438644346,Content | C&I + F&H,peuhmenezes,Bronze,Lucas Vesterman,Pedro Herrera
215861349,Content | C&I + F&H,elisangelabbastos,Bronze,Lucas Vesterman,Pedro Herrera
135771137,Content | C&I + F&H,manoel,Bronze,Lucas Vesterman,Pedro Herrera
2240848136,Content | C&I + F&H,cl20250129170032,Bronze,Lucas Vesterman,Pedro Herrera
818611603,Content | C&I + F&H,anca5499441,Bronze,Lucas Vesterman,Pedro Herrera
215567487,Content | C&I + F&H,priscilapessanha401,Bronze,Lucas Vesterman,Pedro Herrera
1933798586,Content | C&I + F&H,fabyfranco,Bronze,Lucas Vesterman,Pedro Herrera
127225167,Content | C&I + F&H,fernandesnara24,Bronze,Lucas Vesterman,Pedro Herrera
527607504,Content | C&I + F&H,foradacurca,Bronze,Lucas Vesterman,Pedro Herrera
1416689790,Content | C&I + F&H,marianacabral,Bronze,Lucas Vesterman,Pedro Herrera
2697350057,Content | C&I + F&H,ofertasvizinha,Silver,Lucas Vesterman,Pedro Herrera
2534577851,Content | C&I + F&H,c20250705112704,Silver,Lucas Vesterman,Pedro Herrera
229821630,Content | C&I + F&H,libertytgp,Silver,Lucas Vesterman,Pedro Herrera
2472950551,Content | C&I + F&H,compras1500,Silver,Lucas Vesterman,Pedro Herrera
1550052320,Content | C&I + F&H,avisadesconto,Silver,Lucas Vesterman,Pedro Herrera
173454411,Content | C&I + F&H,lufa6650321,Silver,Lucas Vesterman,Pedro Herrera
1752757746,Content | C&I + F&H,comprinhasdecasa,Silver,Lucas Vesterman,Pedro Herrera
377046315,Content | C&I + F&H,nossacasaofertas,Silver,Lucas Vesterman,Pedro Herrera
81075199,Content | C&I + F&H,talita,Silver,Lucas Vesterman,Pedro Herrera
54685868,Content | C&I + F&H,Luciana,Silver,Lucas Vesterman,Pedro Herrera
98661101,Content | C&I + F&H,monetizacaodevideos,Silver,Lucas Vesterman,Pedro Herrera
400289450,Content | C&I + F&H,ferramentasemacao,Silver,Lucas Vesterman,Pedro Herrera
133993243,Content | C&I + F&H,Valeria Justo,Silver,Lucas Vesterman,Pedro Herrera
1801206015,Content | C&I + F&H,meajudanaescolha,Silver,Lucas Vesterman,Pedro Herrera
1880667258,Content | C&I + F&H,dv20240630000455,Silver,Lucas Vesterman,Pedro Herrera
120316316,Content | C&I + F&H,vhmaker,Silver,Lucas Vesterman,Pedro Herrera
51597294,Content | C&I + F&H,cadeirasdeescritorio,Silver,Lucas Vesterman,Pedro Herrera
210939551,Content | Other,monetizacaodevideos,Bronze,Lucas Vesterman,Pedro Herrera
186825611,Content | Other,reva5382872,Bronze,Lucas Vesterman,Pedro Herrera
725268701,Content | Other,mogu4015772,Bronze,Lucas Vesterman,Pedro Herrera
391449605,Content | Other,bema5006435,Bronze,Lucas Vesterman,Pedro Herrera
580275618,Content | Other,pethersoncunha,Bronze,Lucas Vesterman,Pedro Herrera
116082649,Content | Other,Lucas,Bronze,Lucas Vesterman,Pedro Herrera
130629982,Content | Other,canalpolitica,Bronze,Lucas Vesterman,Pedro Herrera
32483638,Content | Other,thiagosilva159,Bronze,Lucas Vesterman,Pedro Herrera
329855491,Content | Other,eduardozyzzem,Bronze,Lucas Vesterman,Pedro Herrera
1179990663,Content | Other,mendoncawemerson20220815152301,Bronze,Lucas Vesterman,Pedro Herrera
581644246,Content | Other,overuning,Bronze,Lucas Vesterman,Pedro Herrera
47898814,Content | Other,mediosde6,Bronze,Lucas Vesterman,Pedro Herrera
158157556,Content | Other,autolimpeparceiros,Bronze,Lucas Vesterman,Pedro Herrera
91150263,Content | Other,jookombi,Bronze,Lucas Vesterman,Pedro Herrera
701408912,Content | Other,nead8492935,Bronze,Lucas Vesterman,Pedro Herrera
194918152,Content | Other,fellippemassi,Silver,Lucas Vesterman,Pedro Herrera
141701236,Content | Other,alarmefacil,Silver,Lucas Vesterman,Pedro Herrera
198037158,Content | Other,gasa4115481,Silver,Lucas Vesterman,Pedro Herrera
103593513,Content | Other,rebouasisaac,Silver,Lucas Vesterman,Pedro Herrera
212484230,Content | Other,helberpacheco,Silver,Lucas Vesterman,Pedro Herrera
215942175,Content | Other,belu9482971,Silver,Lucas Vesterman,Pedro Herrera
232876749,Content | Other,evolon,Silver,Lucas Vesterman,Pedro Herrera
70129489,Content | Other,araujogeorge79,Silver,Lucas Vesterman,Pedro Herrera
773801672,Content | Other,jamilys,Silver,Lucas Vesterman,Pedro Herrera
2958637361,Content | Other,i20251031112841,Silver,Lucas Vesterman,Pedro Herrera
116499627,Content | Other,douglasfavieri,Silver,Lucas Vesterman,Pedro Herrera
273918121,Content | Other,rafael.baptistini,Bronze,Lucas Vesterman,Pedro Herrera
248128484,Content | Other,garagemcarup,Bronze,Lucas Vesterman,Pedro Herrera
618931688,Content | Other,motosemetal,Bronze,Lucas Vesterman,Pedro Herrera
2417930507,Content | Other,bate papo automotivo,Bronze,Lucas Vesterman,Pedro Herrera
209810908,Content | C&I + F&H,larcaprichado,Bronze,Lucas Vesterman,Pedro Herrera
1704701634,Content | C&I + F&H,comtudocasa7,Bronze,Lucas Vesterman,Pedro Herrera
168939981,Content | C&I + F&H,lojadacinci,Bronze,Lucas Vesterman,Pedro Herrera
425645979,Content | C&I + F&H,achadosofertasdolar,Bronze,Lucas Vesterman,Pedro Herrera
119153550,Content | C&I + F&H,clayton.mundim,Bronze,Lucas Vesterman,Pedro Herrera
2595529889,Content | TE & HE,maykegarbonew,Gold,Thales Rimoli,Pedro Passos
1342859483,Content | TE & HE,abelhando,Gold,Thales Rimoli,Pedro Passos
1370750164,Content | TE & HE,switchxz,Gold,Thales Rimoli,Pedro Passos
678610452,Content | TE & HE,samuelf3lipe,Gold,Thales Rimoli,Pedro Passos
76331531,Content | TE & HE,especialistaemti,Gold,Thales Rimoli,Pedro Passos
44352982,Content | TE & HE,tjgaming,Gold,Thales Rimoli,Pedro Passos
1365706499,Content | TE & HE,peperaio,Gold,Thales Rimoli,Pedro Passos
1453452471,Content | TE & HE,Daniel Reenlsober,Gold,Thales Rimoli,Pedro Passos
1231808348,Content | TE & HE,gesiel,Gold,Thales Rimoli,Pedro Passos
521028663,Content | TE & HE,promotecgames,Gold,Thales Rimoli,Pedro Passos
1422846329,Content | TE & HE,coelhonojapo,Gold,Thales Rimoli,Pedro Passos
1375138586,Content | TE & HE,Canaljptech,Gold,Thales Rimoli,Pedro Passos
1366151811,Content | TE & HE,pcdofafa,Gold,Thales Rimoli,Pedro Passos
798617488,Content | TE & HE,Fraguas84,Gold,Thales Rimoli,Pedro Passos
268850426,Content | TE & HE,jeffrecomenda,Gold,Thales Rimoli,Pedro Passos
1207675246,Content | TE & HE,canalrodrigomoreira,Gold,Thales Rimoli,Pedro Passos
1185718745,Content | TE & HE,ofertasgamer,Gold,Thales Rimoli,Pedro Passos
1451916544,Content | TE & HE,tosemkit,Gold,Thales Rimoli,Pedro Passos
199199140,Content | TE & HE,techbr,Gold,Thales Rimoli,Pedro Passos
1231576803,Content | TE & HE,inovaleo,Gold,Thales Rimoli,Pedro Passos
1387667693,Content | TE & HE,descontoemgames,Gold,Thales Rimoli,Pedro Passos
1249172900,Content | TE & HE,tttech,Gold,Thales Rimoli,Pedro Passos
1406524799,Content | TE & HE,Toptech,Gold,Thales Rimoli,Pedro Passos
1787797281,Content | TE & HE,dcd05,Gold,Thales Rimoli,Pedro Passos
379432988,Content | TE & HE,pmempdigitais,Silver,Thales Rimoli,Pedro Passos
547239300,Content | TE & HE,d6news,Silver,Thales Rimoli,Pedro Passos
189307190,Content | TE & HE,Igor,Silver,Thales Rimoli,Pedro Passos
1365722169,Content | TE & HE,pachecoltda,Silver,Thales Rimoli,Pedro Passos
1369622787,Content | TE & HE,uduluiz,Silver,Thales Rimoli,Pedro Passos
1433577301,Content | TE & HE,promotom,Silver,Thales Rimoli,Pedro Passos
1692585264,Content | TE & HE,fesi20240220132906,Silver,Thales Rimoli,Pedro Passos
2199888578,Content | TE & HE,Patrick,Silver,Thales Rimoli,Pedro Passos
1885573171,Content | TE & HE,talkpcx,Silver,Thales Rimoli,Pedro Passos
182127937,Content | TE & HE,TD SERVICOS DIGITAIS LTDA,Silver,Thales Rimoli,Pedro Passos
498902543,Content | TE & HE,gpcrpromo,Silver,Thales Rimoli,Pedro Passos
2427191885,Content | TE & HE,Wesley,Silver,Thales Rimoli,Pedro Passos
1365511504,Content | TE & HE,geekloko,Silver,Thales Rimoli,Pedro Passos
1712874783,Content | TE & HE,nerddeplantao,Silver,Thales Rimoli,Pedro Passos
1035231903,Content | TE & HE,grapetec,Silver,Thales Rimoli,Pedro Passos
1416008866,Content | TE & HE,superconsumer23,Silver,Thales Rimoli,Pedro Passos
776246463,Content | TE & HE,lucasbenevides,Silver,Thales Rimoli,Pedro Passos
134739278,Content | TE & HE,cmdias,Silver,Thales Rimoli,Pedro Passos
1078580092,Content | TE & HE,cupomonline,Silver,Thales Rimoli,Pedro Passos
1230973601,Content | TE & HE,maxdicas,Silver,Thales Rimoli,Pedro Passos
1477441758,Content | TE & HE,meuplaystation,Silver,Thales Rimoli,Pedro Passos
1343085375,Content | TE & HE,felps,Silver,Thales Rimoli,Pedro Passos
1251879558,Content | TE & HE,qualnotebook,Silver,Thales Rimoli,Pedro Passos
268300847,Content | TE & HE,matheuskise,Silver,Thales Rimoli,Pedro Passos
1365959356,Content | TE & HE,adrenalinemc,Silver,Thales Rimoli,Pedro Passos
1231082308,Content | TE & HE,m3midia,Silver,Thales Rimoli,Pedro Passos
1161200505,Content | TE & HE,mastertechjr,Silver,Thales Rimoli,Pedro Passos
1342941619,Content | TE & HE,tecvariedades,Silver,Thales Rimoli,Pedro Passos
202022997,Content | TE & HE,technatela,Silver,Thales Rimoli,Pedro Passos
1383038146,Content | TE & HE,iskandarsouza,Silver,Thales Rimoli,Pedro Passos
1381562962,Content | TE & HE,hardtec,Silver,Thales Rimoli,Pedro Passos
1426514854,Content | TE & HE,canalrssv,Silver,Thales Rimoli,Pedro Passos
2487802727,Content | TE & HE,pm20250610223237,Silver,Thales Rimoli,Pedro Passos
1159690723,Content | TE & HE,techmelhores,Silver,Thales Rimoli,Pedro Passos
138261262,Content | TE & HE,tecnan,Silver,Thales Rimoli,Pedro Passos
2698563936,Content | TE & HE,gl20250917111331,Silver,Thales Rimoli,Pedro Passos
1427776750,Content | TE & HE,leotecnodia,Silver,Thales Rimoli,Pedro Passos
2563386886,Content | TE & HE,toptech,Silver,Thales Rimoli,Pedro Passos
1156310262,Content | Cross,sddescontos,Silver,Thales Rimoli,Priscila Marques
1457441247,Content | Cross,cupons,Silver,Thales Rimoli,Priscila Marques
2417416990,Content | Cross,passageirodeprimeira,Silver,Thales Rimoli,Priscila Marques
1457548527,Content | Cross,sydescontinho,Silver,Thales Rimoli,Priscila Marques
251645009,Content | Cross,novosprodutos,Silver,Thales Rimoli,Priscila Marques
1531640488,Content | Cross,promobabykidsonlne,Silver,Thales Rimoli,Priscila Marques
1224327239,Content | Cross,cardosohenrique20230309120708,Silver,Thales Rimoli,Priscila Marques
152436288,Content | Cross,gugaaprova,Silver,Thales Rimoli,Priscila Marques
495016443,Content | Cross,ofertasgeek,Silver,Thales Rimoli,Priscila Marques
1947955373,Content | Cross,guerradealsfit,Silver,Thales Rimoli,Priscila Marques
216487808,Content | Cross,Salminus Fishing,Silver,Thales Rimoli,Priscila Marques
286249876,Content | Cross,acheinapromo,Silver,Thales Rimoli,Priscila Marques
1425545713,Content | Cross,wolfpromos,Silver,Thales Rimoli,Priscila Marques
127000419,Content | Cross,portalmenorpreco,Silver,Thales Rimoli,Priscila Marques
1478707361,Content | Cross,marciavascouto,Silver,Thales Rimoli,Priscila Marques
1435262807,Content | Cross,tudonapromo,Silver,Thales Rimoli,Priscila Marques
1494770433,Content | Cross,gabpromo,Silver,Thales Rimoli,Priscila Marques
1447393059,Content | Cross,rainha,Silver,Thales Rimoli,Priscila Marques
196205822,Content | Cross,driisantiago,Silver,Thales Rimoli,Priscila Marques
618183409,Content | Cross,achadosdaccarol,Silver,Thales Rimoli,Priscila Marques
149518102,Content | Cross,bizudaspromocoes,Silver,Thales Rimoli,Priscila Marques
1485438702,Content | Cross,promocoespremium,Silver,Thales Rimoli,Priscila Marques
1438016577,Content | Cross,promocoesdahoraofc,Silver,Thales Rimoli,Priscila Marques
1422595957,Content | Cross,boletandoofertas,Silver,Thales Rimoli,Priscila Marques
1455887437,Content | Cross,aquitempechincha,Silver,Thales Rimoli,Priscila Marques
129772863,Content | Cross,rayzaserri,Silver,Thales Rimoli,Priscila Marques
246606087,Content | Cross,donnadescontos,Silver,Thales Rimoli,Priscila Marques
1453179131,Content | Cross,topdescontosoficial,Silver,Thales Rimoli,Priscila Marques
2716163380,Content | Cross,dogpromo,Silver,Thales Rimoli,Priscila Marques
1468107040,Content | Cross,gafanhotoapp,Silver,Thales Rimoli,Priscila Marques
1291850544,Content | Cross,compreibarato,Silver,Thales Rimoli,Priscila Marques
2313173800,Content | Cross,ofertinhasecia,Silver,Thales Rimoli,Priscila Marques
4621837,Content | Cross,achadinhoscomcarol,Silver,Thales Rimoli,Priscila Marques
340577258,Content | Cross,sabrinaclara89,Silver,Thales Rimoli,Priscila Marques
193597038,Content | Cross,alertacupons,Silver,Thales Rimoli,Priscila Marques
1241344300,Content | Cross,precinnnn,Silver,Thales Rimoli,Priscila Marques
1485217446,Content | Cross,promoon,Silver,Thales Rimoli,Priscila Marques
1442794904,Content | Cross,Economizanderson,Silver,Thales Rimoli,Priscila Marques
1391252882,Content | Cross,temdetudotchelo,Silver,Thales Rimoli,Priscila Marques
2202505476,Content | Cross,afneto_ofertas,Silver,Thales Rimoli,Priscila Marques
165269796,Content | Cross,felipericardo,Silver,Thales Rimoli,Priscila Marques
1173888746,Content | Cross,babicunha,Silver,Thales Rimoli,Priscila Marques
2046114897,Content | Cross,fadadoscupons,Silver,Thales Rimoli,Priscila Marques
92792646,Content | Cross,samuelcout,Silver,Thales Rimoli,Priscila Marques
133467538,Content | Cross,mcsp,Silver,Thales Rimoli,Priscila Marques
74339904,Content | Cross,empoderado,Silver,Thales Rimoli,Priscila Marques
506619983,Content | Cross,j.efinhocg,Silver,Thales Rimoli,Priscila Marques
2221972417,Content | Cross,pv20250120175912,Silver,Thales Rimoli,Priscila Marques
200355621,Content | Cross,ultreyamarketing,Silver,Thales Rimoli,Priscila Marques
271562467,Content | Cross,apromoperfeitaofc,Silver,Thales Rimoli,Priscila Marques
2418855877,Content | Cross,josenildosilva2930,Silver,Thales Rimoli,Priscila Marques
323819368,Content | Cross,alupa,Silver,Thales Rimoli,Priscila Marques
255626570,Content | Cross,updesconto,Silver,Thales Rimoli,Priscila Marques
1738465308,Content | Cross,promodaluh,Silver,Thales Rimoli,Priscila Marques
382194202,Content | Cross,igor,Silver,Thales Rimoli,Priscila Marques
2457362902,Content | Cross,promosdebrother,Silver,Thales Rimoli,Priscila Marques
1896897919,Content | Cross,correqtabaratinho,Silver,Thales Rimoli,Priscila Marques
1434694534,Content | Cross,jogobarato,Silver,Thales Rimoli,Priscila Marques
8964710,Content | Cross,upofertas,Silver,Thales Rimoli,Priscila Marques
224396924,Content | Cross,promo10,Silver,Thales Rimoli,Priscila Marques
33840664,Content | Cross,gatry,Silver,Thales Rimoli,Priscila Marques
802143494,Content | Cross,topvip,Silver,Thales Rimoli,Priscila Marques
198888980,Content | Lifestyle,aryoficial,Silver,Caroline Marion,Renan Oshita
19468151,Content | Lifestyle,andregrondini,Silver,Caroline Marion,Renan Oshita
402250878,Content | Lifestyle,promocoesdemamae,Silver,Caroline Marion,Renan Oshita
281170132,Content | Lifestyle,machomoda,Silver,Caroline Marion,Renan Oshita
1565324511,Content | Lifestyle,ritualdoskincare,Silver,Caroline Marion,Renan Oshita
1089018457,Content | Lifestyle,ofertinhas,Silver,Caroline Marion,Renan Oshita
154221658,Content | Lifestyle,apromoperfeita,Silver,Caroline Marion,Renan Oshita
1039612355,Content | Lifestyle,higorrabeloperfumes,Silver,Caroline Marion,Renan Oshita
1439548649,Content | Lifestyle,promolojas,Silver,Caroline Marion,Renan Oshita
1062207010,Content | Lifestyle,railanerailane20230705133414,Silver,Caroline Marion,Renan Oshita
130560433,Content | Lifestyle,achadinhosdeamigass,Silver,Caroline Marion,Renan Oshita
1454301449,Content | Lifestyle,carolaine_moreira,Silver,Caroline Marion,Renan Oshita
1577887940,Content | Lifestyle,apromomen,Silver,Caroline Marion,Renan Oshita
1493086612,Content | Lifestyle,carolainydrumond,Silver,Caroline Marion,Renan Oshita
1433483327,Content | Lifestyle,promosdenat,Silver,Caroline Marion,Renan Oshita
678670377,Content | Lifestyle,fofocadepromo,Silver,Caroline Marion,Renan Oshita
2355030132,Content | Lifestyle,lcupons,Silver,Caroline Marion,Renan Oshita
1629748942,Content | Lifestyle,achadosdamag,Silver,Caroline Marion,Renan Oshita
1833043019,Content | Lifestyle,achadinhosdaabia,Silver,Caroline Marion,Renan Oshita
749072374,Content | Lifestyle,stellamedeirosa,Silver,Caroline Marion,Renan Oshita
2018031282,Content | Lifestyle,descontinhodemamae,Silver,Caroline Marion,Renan Oshita
1799164964,Content | Lifestyle,anabeltrandicas,Silver,Caroline Marion,Renan Oshita
508791975,Content | Lifestyle,queridoquerido,Silver,Caroline Marion,Renan Oshita
1711897713,Content | Lifestyle,bigr20240305130819,Silver,Caroline Marion,Renan Oshita
6454024,Content | Lifestyle,mamaeeconomica,Silver,Caroline Marion,Renan Oshita
1428348382,Content | Lifestyle,promosdaheydi,Silver,Caroline Marion,Renan Oshita
1116916668,Content | Lifestyle,compartilhandopromoo,Silver,Caroline Marion,Renan Oshita
1273009574,Content | Lifestyle,organizavoce,Silver,Caroline Marion,Renan Oshita
