cust_id,status_cust_id,class_atual,deals_group_on_wpp,link,tipo_link,status_proc,id_api
1954038151,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/GUgEwbuk86aJDdyJfLsSQ3,Grupo,processed,120363419590752352@g.us
136554975,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/CCbeOEcw45ZIS7Du8dZchQ,Grupo,processed,120363394622699094@g.us
1029902351,Confirmado,KAM - top 1000,Sim,"geral: https://chat.whatsapp.com/KD3HqqR0Kz6EHM6tSuTrLx
tecnologia: https://chat.whatsapp.com/EsUGVz7d3HE8VRSuxVeIf4
F&H: https://chat.whatsapp.com/LVjBT22V8ZQ8WAjejQItnK
Lifestyle: https://chat.whatsapp.com/Cg9WQ9seejyL0J09xDad30",Grupo,processed,120363159814245144@g.us
73418100,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/BDO3Mirgc7xFReDJ9QxZ82,Grupo,processed,120363417370308906@g.us
47897711,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/DiaQsENFguqJvobfT8ohim,Grupo,processed,120363287089062163@g.us
183440224,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/L1sC7x9NRND6v2T4IVXowY,Grupo,processed,5527997926363-1578518782@g.us
141495725,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/3GnbahT2kj07ibWPPnar6t,Grupo,processed,5519997134690-1536855235@g.us
615723245,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/DCxjP81VSPYBL6Gxv9H52C,Grupo,processed,120363053228002606@g.us
1462250546,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/C66THFmOr0eLheskj0llLl,Grupo,processed,120363043664426151@g.us
136551174,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/KTmWGkMPgymIZSlUxvK2D3,Grupo,processed,120363357316589084@g.us
53501280,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/3AojlMVOnTx5aanIu9xATd,Grupo,processed,5519999241506-1510091197@g.us
768924215,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/J1D6HRAuIx62u62O3QWn8e,Grupo,processed,120363313981293549@g.us
99920305,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/Bilt1HIkKufE4zmWKdAh0m,Grupo,processed,120363044447822982@g.us
284855023,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/CbIau6c3CA7C0LMxobWHXA,Grupo,processed,120363240211204588@g.us
1427325193,Confirmado,KAM - top 1000,Sim,https://chat.whatsapp.com/FDmaefqLyH36zb6NAdZNz8,Grupo,processed,120363045840785211@g.us
136382088,Confirmado,MElIpro,Sim,https://chat.whatsapp.com/H9dxNyPzbWSLGTqbp2ov2A,Grupo,processed,120363420198587286@g.us
1457793802,Confirmado,MElIpro,Sim,https://chat.whatsapp.com/FQSjEe3qC804trDpyaG05h,Grupo,processed,120363313431576358@g.us
1678670059,Confirmado,MElIpro,Sim,https://chat.whatsapp.com/FOVbpxIVd8bIgcQIwfSXJy,Grupo,processed,120363291785904750@g.us
1988790379,Confirmado,MElIpro,Sim,https://chat.whatsapp.com/CkBNImXVV4iFqvvYV7K0q7,Grupo,processed,120363309822468517@g.us
621237108,Confirmado,MElIpro,Sim,https://chat.whatsapp.com/DgKPbjSmzlw1Q3nd7MOgj7,Grupo,processed,120363370434273635@g.us
1380412961,Confirmado,MElIpro,Sim,https://chat.whatsapp.com/FhPGelmE7MtBcyypvWBElL,Grupo,processed,120363048990319654@g.us
606319384,Confirmado,MElIpro,Sim,https://chat.whatsapp.com/F7NJkwakRiNHYCvqm99YP7,Grupo,processed,120363420299506385@g.us
1512186857,Confirmado,MElIpro,Sim,https://chat.whatsapp.com/Lwj77WPLRUR6DaBKjCxino,Grupo,processed,120363404464469617@g.us
224832674,Confirmado,MElIpro,Sim,https://chat.whatsapp.com/D1jHcv2JQHrL7piQ7gNF5q,Grupo,processed,120363417472632726@g.us
1236298302,Pendente,top KAM Cross/Tech,Sim,https://chat.whatsapp.com/DEvLKnMXcn11I4VonM1GbH,Grupo,processed,120363421606091189@g.us
1445776663,Pendente,top KAM Cross/Tech,Sim,https://chat.whatsapp.com/D5RX0sZReSDISIJG4WsZ38,Grupo,processed,5521979402668-1571782154@g.us
76331531,Pendente,top KAM Cross/Tech,Sim,https://chat.whatsapp.com/LRjdSDkp9jd6OOLSCwY5Qm,Grupo,processed,120363315780159714@g.us
